,Stories,beds,baths,floor_space,price,Zip Code,Cooling System,Days on Market,Year Built,Property Type,Price Per Sqft,Units in Building,HOA Fee,Lot Area,Parking Spaces,Parking,Basement,Number of Rooms,Number of Bedrooms,Number of Bathrooms,Number of Bathrooms (full),Living Area,Heating,Air Conditioning,Heating Fuel,Common Walls,Number of Garage Spaces,Sewer,Year Renovated,Property Subtype,Architecture,Construction Materials,Parcel Number,List Price,MLS Status,City,Elementary School,Elementary School District,Jr High / Middle School,Jr High / Middle School District,High School,High School District,MLS/Source ID,Community Features,Year Updated,Utilities,Community,Ownership,Appliances,Laundry,Included in Sale,HOA Fee Includes,Attic,HOA Amenities,Accessibility,Flooring,Floors,Types of Rooms,Number of Bathrooms (half),Electric,Levels,Security,Fencing,Condition,Building Area,Listing Agreement Type,"<a href=""http",Water View,Other Structures,Patio / Porch,"<a href=""https",Roof,Foundation,Building,Special Conditions,View,Responsible for Road Maintenance,Tenant Pays,Exterior,Structure Type,Number of Bathrooms (three quarters),Pool,Builder Model,Not Included in Sale,Number of Stories,Window,Number of Fireplaces,Waterfront,Price Range,Foundation Area,Listing Url,Number Of Vacant Units,Building Name,HOA Name,HOA Phone,Parking Space,Spa,Door,HOA Fee (second),HOA Fee Frequency (second),Finished Area (above surface),Finished Area (below surface),Listing Terms,Buyer Agency Commission,Buyer Agency Commission Type,Fireplace,Owner Pays,Energy Efficiency Features,Off Market Date
691,,6.0,4.0,,"2,950,000",11358,, 7, 2005, Residential,,,,5500,," Private,Attached,4+ Car Attached"," Finished,Full", 14, 6, 4, 3,," Natural Gas,Hot Water", Central Air, Natural Gas, No Common Walls, 4, Public Sewer,, Single Family Residence, Split Level, Brick, 05257-0051," $2,950,000", A, Flushing, Ps 32 State Street, Queens 25, Is 25 Adrien Block, Queens 25, Bayside High School, Queens 25, 3444851,,,,,," Dishwasher, Dryer, Freezer, Washer",," Dishwasher, Dryer, Freezer, Washer",, Finished,,,,,, 1,,,,, Diamond,,,,,,,,,,,,,,,,,,,, Gas Tank,,, 1,,,,,,,,,,,,,,,,,,,,,,
692,,,,,"1,500,000",NY,, 7,, Land,,,,2000,,,,,,,,,,,,,, Public Sewer,, Unimproved Land,,, 01654-0066," $1,500,000", A, Bed-Stuy, Call Listing Agent, Brooklyn 14, Call Listing Agent, Brooklyn 14, Call Listing Agent, Brooklyn 14, H6221812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693, 20,2.0,2.0,,"1,650,000",10075,, 7 Days on Trulia, 1958, Coop,, 97," $2,771/Monthly",,,,, 4,,,,,,,,,,,,, Other,,,,,,,,,,,, 22134025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1,,,,,,,,,,,,,
694,,2.0,3.0,,"1,950,000",10065,, 7 Days on Trulia, 1922, Coop,, 43," $5,687/Monthly",,,,, 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,5.0,3.0,2200.0,"829,000",10466,, 7, 1962, Residential Income, $377,,,1969,, Driveway,,, 5, 3, 3, 2200 Square Feet," Natural Gas,Hot Water", Window Unit(s), Natural Gas, 2+ Common Walls,, Public Sewer,, Multi Family,, Brick, 04840-0086," $829,000", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221743, Park,, Other Garbage Removal,,,,,,,,,, Hardwood, Hardwood,,,,,, Fenced,,,,,,,,,,,,,,,, Balcony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696, 1,1.0,1.0,,"140,000",10470,, 7, 1959, Residential, $187,, $758/Monthly,,," On Street,Waitlist", None, 4, 1, 1, 1, 750 Square Feet," Oil,Hot Water", Window Unit(s), Oil, 2+ Common Walls,, Public Sewer,, Stock Cooperative, Mid Rise, Brick,," $140,000", A, BRONX, Call Listing Agent, City of New York, Call Listing Agent, City of New York, Call Listing Agent, City of New York, H6221331, Park,, Public Garbage Removal, 4320 Van Cortlandt Pk Ow, Co-Op," Dishwasher, Oven, Refrigerator", Common Area," Chandelier(s), Dishwasher, Intercom, Light Fixtures, Refrigerator"," Heat, Hot Water", None, Live In Super,, Hardwood, Hardwood,,,, One,,,,,,,,,,,,,,,,,,,,,,,, 6,,,,,,,,,,,,,,,,,,,,,,,,
697, 3,11.0,3.0,,"999,988",10472,, 7, 1930, Residential Income,,,,2500, 2," Shared Driveway,Off Street,Common"," Finished,Full", 17, 11, 3, 3,," Natural Gas,Hot Water", Window Unit(s), Natural Gas, No Common Walls,, Public Sewer,, Multi Family, Other, Brick, 03771-0052," $999,988", A, BRONX, Ps 195, Bronx 12, Mott Hall V, Bronx 12, Mott Hall V, Bronx 12, 3444819," Park, Near Public Transportation",,,,,,,,,,,,,,,,, Three Or More,,,,,,,,,,,,,,,,, Electricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698, 2,3.0,2.0,1675.0,"989,000",11105,, 7, 1930, Residential, $590,,,2000,," Shared Driveway,Private"," Finished,Full", 6, 3, 2, 1, 1675 Square Feet," Natural Gas,Hot Water", Wall Unit(s), Natural Gas, 2+ Common Walls,, Public Sewer,, Single Family Residence, 2 Story, Brick, 00808-0123," $989,000", A, Long Island City, Ps 84 Steinway, Queens 30, Is 141 Steinway (The), Queens 30, William Cullen Bryant High School, Queens 30, 3444820,,,,,," Microwave, Oven, Refrigerator",," A/C Units, Ceiling Fan, Chandelier(s), Microwave, Refrigerator",, None,,,,,, 1,, Two,,, good,,,,,,,,,,,,, Public Maintained Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,1.0,,"495,000",10001,, 7 Days on Trulia, 1963, Coop,, 178," $1,220/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700, 2,5.0,3.0,2025.0,"708,888",10473,, 7 Days on Trulia, 2002, Single Family Home, $350, 2,,4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,3.0,3.0,1700.0,"748,000",11214,, 7, 2005, Residential, $440,, $320/Monthly,, 1," 1 Space,Parking Area",, 8, 3, 3, 1, 1700 Square Feet," Natural Gas,Baseboard"," A/C Unit,Wall Unit(s)", Natural Gas,,,,, Condominium, Apartment,,," $748,000", Active, Brooklyn,,,,,,, 469246,,," Sewer Connected, Water Connected, Other", Brooklyn,," Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer", Laundry Area,,,,,," Hardwood, Tile"," Hardwood, Tile",,,,,,,, 1700 Square Feet,,,,,,,,, NONE, Arm's Length,,,, Patio Garden, Apartment, 2,,,,,,,,,,,, White Sand Condo, White Sand Condo, 917-400-9634,,,,,,,,,,,,,,
702,,6.0,3.0,,"1,549,999",11428,, 7, 2002, Residential Income,,,,3067,," Private,Driveway"," Finished,Full,Walk-Out Access", 16, 6, 3, 3,," Natural Gas,Baseboard",, Natural Gas, No Common Walls,, Public Sewer,, Multi Family, Colonial," Brick, Frame", 07973-0009," $1,549,999", A, Bellerose Manor,, Queens 29, Ps/Is 208, Queens 29, Martin Van Buren High School, Queens 29, 3444815," Park, Near Public Transportation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,2.0,2.0,1136.0,"950,000",11230, Central, 7 Days on Trulia, 2017, Condo, $836, 17, $385/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,1.0,1.0,,"228,000",11105,, 7 Days on Trulia, 1923, Coop,,, $870/Monthly,,, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,3.0,2.0,1000.0,"699,999",10027, Wall, 7 Days on Trulia, 1932, Coop, $700, 21, $597/Monthly,7569,,,, 6,,,,, Forced Air,, Forced Air,,,,,, Other,,,,,,,,,,,,,,,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,, Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706, 1,2.0,1.0,,"359,000",11354,, 7, 1951, Residential,,, $842/Monthly,,," Other,Waitlist", None, 5, 2, 1, 1,," Oil,Hot Water", Window Unit(s), Oil, No Common Walls,, Sewer,, Stock Cooperative, Mid Rise, Brick,," $359,000", A, Flushing, Ps 214 Cadwallader Colden, Queens 25, Jhs 185 Edward Bleeker, Queens 25, Flushing High School, Queens 25, 3444976," Trash Collection, Park",, Public Garbage Removal, Mitchell Garden, Co-Op,, Common Area,," Maintenance Grounds, Sewer, Snow Removal, Trash, Electricity, Gas, Heat, Hot Water", None,,,,,,,, One,,,,,,,,,,,,,,,,,,,,,, Mitchell Garden 1,, 6,,,,,,,,,,,,,,,,,,,,,,,,
707, 3,8.0,3.0,,"1,395,000",11222,, 7, 1910, Residential Income,,,,1325,," Public Parking,Storage,On Street", Finished, 12, 8, 3, 2,," Natural Gas,Baseboard", Window Unit(s), Natural Gas, 1 Common Wall,, Sewer, 2020, Multi Family, Semi Detached, Brick, 02829-0017," $1,395,000", A, Greenpoint,, Brooklyn 14, Brooklyn Prep High School, Brooklyn 14, Williamsburg Prep School, Brooklyn 14, 3444915," Park, Near Public Transportation",,,,,,,,,,,,,,, 1,, Three Or More,, Fenced,,,,,,,,,,,,,,,, Private Entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,3.0,2.0,,"689,000",11203,, 7, 1950, Residential Income,,,,2200,," Private,Attached,1 Car Attached,Garage", None, 5, 3, 2, 2,," Natural Gas,Hot Water", None, Natural Gas, 1 Common Wall, 1, Sewer,, Multi Family, 2 Story, Brick, 04847-0039," $689,000", A, East Flatbush, Ps 235 Janice Marie Knight School, Brooklyn 18, East Flatbush Comm Research School, Brooklyn 18, Kurt Hahn Expeditionary Lrning Sch, Brooklyn 18, 3444906," Park, Near Public Transportation",,,,,,,,,,,,,,,,,,,,,,,,,, Porch,,,,,,,," Electricity, Gas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709, 1,3.0,2.0,,"608,000",11365,, 7, 1986, Residential, $713,, $358/Monthly,,, Off Street," Full,Unfinished", 4, 3, 2, 2, 853 Square Feet," Natural Gas,Hot Water",, Natural Gas, 1 Common Wall,, Sewer,, Condominium, Garden Apartment, Brick, 06801-1034," $608,000", A, Fresh Meadows, Ps 154, Queens 25, Is 250 Robert F Kennedy Comm Ms (The, Queens 25, Robert F Kennedy Community Hs, Queens 25, 3444998,,, Public Garbage Removal, Estates Of Hillcrest Ii, Condo," Dishwasher, Dryer, Oven, Refrigerator, Washer",," Dishwasher, Dryer, Refrigerator, Washer"," Trash, Sewer", None,,,,,,,, One,,, excellent,,,,,,,,,,,,,,,,,,, Duplex,, 3,,,,,,,,,,,,,,,,,,,,,,,,
710, 2,3.0,3.0,1316.0,"719,000",10314,, 7, 1993, Residential, $546,, $65/Monthly,2200,," No Garage,Carport,Off Street,On Street", Full, 5, 3, 3, 2, 1316 Square Feet," Forced Air,Natural Gas,Fireplace(s)", Central Air, Forced Air,,, Public Sewer,, Single Family - Semi-Attached, Colonial,, 02631-0039," $719,000", Active, Staten Island,,,,,,, 1158894,,,,,," Dryer, Refrigerator, Washer",,, Sewer,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 1, 220 Volts, 2.0,, Fenced," Existing, Excellent", 1316 Square Feet, Exclusive Right To Sell,, None, Shed(s)," Deck, Patio",,,,,,,,,,,, Above Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,
711, 2,3.0,4.0,1400.0,"749,000",10314,, 7, 1993, Residential, $535,,,2500,," No Garage,Carport,Off Street,On Street", Full, 5, 3, 4, 2, 1400 Square Feet," Forced Air,Natural Gas", Central Air, Forced Air, End Unit,, Public Sewer,, Single Family - Semi-Attached, Colonial,, 02372-0041," $749,000", Active, Staten Island,,,,,,, 1158893,,,,,," Dishwasher, Dryer, Refrigerator, Washer",,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 1, 220 Volts, 2.0,, Fenced," Existing, Excellent", 1400 Square Feet, Exclusive Right To Sell,"//www.pzappulla.remax-ny.com/"" rel=""nofollow noreferrer"" target=""_blank"">Listing Url</a>", None,," Deck, Patio",,,,,,,,,,, 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,"1,400,000",NY,, 7,, Land,,,,6000,,,,,,,,,,,,,," Septic Tank, Sewer",, Unimproved Land,,,," $1,400,000", A, Middle Village, Ps/Is 87 Middle Village, Queens 24, Ps/Is 87 Middle Village, Queens 24, Newtown High School, Queens 24, 3444808,,," Cable Available, Electric Available, Natural Gas Available, Phone Available, See Remarks, Sewer Available, Water Available",,,,,,,,,,,,,,,,, Fenced,,,,,,,,,,,,,, Public Maintained Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713, 2,2.0,2.0,1116.0,"449,900",11212,, 7 Days on Trulia, 1985, Single Family Home, $403, 1,,1800,,,,,,,,, Other,, Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714, 2,5.0,3.0,2756.0,"3,250,000",11223,, 7, 1930, Residential," $1,179", 2,,2900, 3," Private Drive,3 Spaces", Finished, 11, 5, 3, 2, 2756 Square Feet," Electric,Natural Gas,Ductless/Split,Steam/Radiator"," Central Air,Central Air - Split", Electric,,,,, Multi Family, Duplex, Brick,," $3,250,000", Active, Brooklyn,,,,,,, 469244,,,, Brooklyn,," Dishwasher, Refrigerator, Stove, Gas Water Heater", Laundry Area,,,,,," Carpet, Linoleum, Parquet, Tile"," Carpet, Linoleum, Parquet, Tile",,, 220 Volts,,,,, 2756 Square Feet,,,,," Deck, Porch",, Pitched, Concrete Perimeter, NONE, Arm's Length,,,,, Duplex, 1,,,,,,,,, 1428,,,,,,,,,,,,,,,,,,,
715, 7,2.0,2.0,1075.0,"1,250,000",11238,, 7 Days on Trulia, 2009, Condo," $1,163", 63, $985/Monthly,27007.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,3.0,3.0,1814.0,"4,575,000",11201, Central, 7 Days on Trulia, 2021, Condo," $2,522", 408," $2,239/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//youtube.com/watch?v=63zj50Z4N0M"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717, 1,2.0,2.0,1300.0,"3,495,000",10065,, 7 Days on Trulia, 1928, Condo," $2,688", 36," $2,258/Monthly",,, None,, 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,2.0,2.0,1234.0,"1,325,000",10065,, 7 Days on Trulia, 1964, Coop," $1,074", 115," $3,391/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719, 6,2.0,2.0,1214.0,"1,300,000",10024,, 7 Days on Trulia, 1920, Condo," $1,071", 84, $867/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720, 1,1.0,1.0,,"249,000",11369,, 7, 1952, Residential, $332,, No HOA Fee,,, Garage," Finished,Full", 4, 1, 1, 1, 750 Square Feet," Natural Gas,Oil,Steam", Wall Unit(s), Natural Gas, No Common Walls,, Public Sewer, 2022, Stock Cooperative, Other, Brick,," $249,000", A, Jackson Heights, Ps 69 Jackson Heights, Queens 30, Is 227 Louis Armstrong, Queens 30, William Cullen Bryant High School, Queens 30, 3444809," Trash Collection, Park",, Public Garbage Removal, Northridg St 3, Co-Op," Microwave, ENERGY STAR Qualified Stove", Common Area, Microwave," Exterior Maintenance, Sewer, Snow Removal, Trash, Electricity, Gas, Heat", None,,,,,,,, One,,, diamond,,,,,,,,,,,,, Public Maintained Road,,,,,, 1 Bedroom," Microwave Oven, Refrigerator", 6, ENERGY STAR Qualified Windows,,,,,,,,,,,,, 698, Monthly,,,,,,,,,
721,,2.0,1.0,,"1,375,000",10025,, 7 Days on Trulia, 1930, Coop,, 88," $1,757/Monthly",,,,, 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722, 2,4.0,2.0,,"315,000",10308,, 7 Days on Trulia, 1999, Single Family Home, $743, 1,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 11122949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723, 2,6.0,5.0,3000.0,"1,088,000",11208, Central, 7 Days on Trulia, 1910, Townhouse, $363, 2,,1999,,,, 18,,,,," Forced Air, Gas",, Forced Air,,,,,,,,,,,,,,,,,, 11122554,, 2022,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724, 2,4.0,3.0,1850.0,"1,199,000",11368,, 8, 1920, Residential Income, $648,,,2000,," Shared Driveway,Garage,Private"," Finished,Full,Walk-Out Access", 10, 4, 3, 3, 1850 Square Feet," Oil,Hot Water", None, Oil, No Common Walls, 1, Public Sewer,, Multi Family, Duplex, Brick, 01755-0024," $1,199,000", A, Corona, Ps 19 Marino Jeantet, Queens 24, Is 61 Leonardo Da Vinci, Queens 24, Newtown High School, Queens 24, 3444803,,,,,, Refrigerator,," Ceiling Fan, Refrigerator",,,,,,,,,, Two,,, Good,,,,,,,,,,,,,, See Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,3.0,2.0,1484.0,"680,000",11412,, 8 Days on Trulia, 1930, Single Family Home, $458, 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,1.0,1.0,,"763,600",11105, Central, 8 Days on Trulia, 1930, Apartment," $1,159",, $339/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,1.0,,"595,000",10022,, 8 Days on Trulia, 1968, Coop, $869, 627," $1,786/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 22156693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,,1.0,1.0,,"145,000",10461,, 8 Days on Trulia, 1970, Coop, $223, 95, $614/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,1.0,1.0,,"360,000",10463, Central, 8 Days on Trulia, 1962, Coop, $400, 180," $1,276/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,2.0,1.0,,"349,000",11372,, 8 Days on Trulia, 1955, Coop,, 96, $888/Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731, 30,1.0,1.0,,"639,000",10022,, 8 Days on Trulia, 1977, Coop,, 406," $1,236/Monthly",,,,, 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//youtube.com/watch?v=Syt6EaDBkeU"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732, 2,4.0,3.0,2150.0,"799,000",10312,, 8, 1979, Residential, $372,,,6556, 3," Private Drive,3 Spaces,Built-In Garage", None, 12, 4, 3, 1, 2150 Square Feet," Natural Gas,Forced Air,Fireplace(s)", Wall Unit(s), Natural Gas,,,,, Single Family Residence, High Ranch," Brick, Other",," $799,000", Active, State Island,,,,,,, 469223,,,, Staten Island,," Stove, Gas Water Heater", Laundry Area,,,,,," Carpet, Tile"," Carpet, Tile",,, 220 Volts,,,,, 2150 Square Feet,,,,," Deck, Porch",, Shingle, Slab,, Arm's Length,,,,,, 2,,,,,,,,, 1183,,,,,,,,,,,,,,,,,,,
733, 2,3.0,3.0,1865.0,"833,000",10314,, 8, 2014, Residential, $447,, $70/Monthly,12632.4, 1," Built-in,No Garage,Carport,On Street", Full, 5, 3, 3, 2, 1865 Square Feet," Forced Air,Natural Gas", Central Air, Forced Air,, 1, Private Sewer,, Single Family - Semi-Attached, Colonial, Stucco, 02000-0146," $833,000", Active, Staten Island,,,,,,, 1158880,,,,,,,,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 1, 220 Volts, 2.0,, Fenced," Existing, Excellent", 1865 Square Feet, Exclusive Right To Sell,, None,,,"//my.matterport.com/show/?m=XstFCEhZ8AB"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,, Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,
734, 3,3.0,2.0,1856.0,"299,000",10301,, 8, 1920, Residential, $161,,,3650,," No Garage,On Street", None, 5, 3, 2, 2, 1856 Square Feet," Steam,Oil", None, Steam, End Unit,, Public Sewer, 1920, Single Family - Detached, Colonial,, 00036-0100," $299,000", Active, Staten Island,,,,,,, 1158890,,,,,, Refrigerator,,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room",, 110, 3.0,, Fenced," Existing, Poor", 1856 Square Feet, Exclusive Right To Sell,"//nyc-shortsales.com"" rel=""nofollow noreferrer"" target=""_blank"">Listing Url</a>", Water,,,,,,,, Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735, 3,2.0,2.0,1512.0,"575,000",10306,, 8, 1991, Residential, $380,,,1400, 1," Built-in,Garage,Off Street", None, 5, 2, 2, 1, 1512 Square Feet," Forced Air,Natural Gas", Central Air, Forced Air,, 1, Public Sewer,, Single Family - Attached, Townhouse,, 03589-0037," $575,000", Active, Staten Island,,,,,,, 1158885,,,,,,,,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 1, 220 Volts, 3.0,, Fenced," Existing, Excellent", 1512 Square Feet, Exclusive Right To Sell,, None,,,,,,,,,,,, Townhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736, 2,4.0,3.0,1944.0,"920,000",10312,, 8, 1970, Residential, $473,,,4784, 1," Built-in,Garage,Off Street,Garage Door Opener", Full, 5, 4, 3, 1, 1944 Square Feet," Forced Air,Natural Gas", Central Air, Forced Air, End Unit, 1, Public Sewer,, Single Family - Detached, Colonial, Stucco, 05289-0045," $920,000", Active, Staten Island,,,,,,, 1158881,,,,,,,,,,,,,,," Master Bedroom, Dining Room, Kitchen, Living Room", 1, 220 Volts, 2.0,, Fenced," Existing, Excellent", 1944 Square Feet, Exclusive Right To Sell,, None,,,,,,,,,,, Sprinkler System,, 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737, 1,3.0,2.0,1240.0,"650,000",10312,, 8, 1960, Residential, $524,,,6000, 3," Private Drive,3 Spaces"," Finished,Full", 8, 3, 2, 1, 1240 Square Feet," Natural Gas,Baseboard",, Natural Gas,,,,, Single Family Residence, Ranch, Other,," $650,000", Active, Staten  Island,,,,,,, 469146,,,, Staten Island,,,,,,,,, Hardwood, Hardwood,,, 220 Volts,,,,, 1240 Square Feet,,,,,,, Shingle, Concrete Perimeter,, Arm's Length,,,,,, 1,,,,,,,,, 1250,,,,,,,,,,,,,,,,,,,
738,,2.0,2.0,1218.0,"1,880,000",11201, Central, 8 Days on Trulia, 2021, Condo," $1,544", 408," $1,443/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"//youtube.com/watch?v=63zj50Z4N0M"" rel=""nofollow noreferrer"" target=""_blank"">See Virtual Tour</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,1.0,1.0,,"1,450,000",10016, Central, 8 Days on Trulia, 2020, Condo," $1,957", 43," $1,252/Monthly",,, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,2.0,2.0,1129.0,"2,595,000",10016, Central, 8 Days on Trulia, 2020, Condo," $2,298", 43," $1,831/Monthly",,, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,4.0,4.0,3114.0,"9,995,000",10016, Central, 8 Days on Trulia, 2020, Condo," $3,210", 43," $5,497/Monthly",,, None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,10.0,3.0,3300.0,"2,275,000",11385,, 8 Days on Trulia, 1901, Multi Family, $689, 3,,2374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1901,,,,,,,,,,,,, Dining Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,1.0,1.0,,"550,000",10028, Central, 8 Days on Trulia, 1965, Coop, $688, 189," $1,807/Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,12.0,6.0,,"2,050,000",11103,, 8 Days on Trulia, 1928, Multi Family,, 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745, 2,3.0,2.0,1116.0,"698,888",11364,, 8 Days on Trulia, 1955, Single Family Home, $626, 1,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
